,corp_name,corp_ticker
1189,대보마그네틱,290670
1190,대봉엘에스,078140
1191,대성미생물,036480
1192,DH오토웨어,025440
1193,대성창투,027830
1194,대성파인텍,104040
1195,국전약품,307750
1196,누보,332290
1197,원텍,216280
1198,대신정보통신,020180
1199,대아티아이,045390
1200,대양전기공업,108380
1201,대양제지,006580
1202,대원,007680
1203,대원미디어,048910
1204,대원산업,005710
1205,대유,290380
1206,DH오토리드,290120
1207,대정화금,120240
1208,대주산업,003310
1209,대주전자재료,078600
1210,대창솔루션,096350
1211,대창스틸,140520
1212,대한과학,131220
1213,대한광통신,010170
1214,대한뉴팜,054670
1215,대한약품,023910
1216,대호특수강,021040
1217,대호특수강우,021045
1218,대화제약,067080
1219,골드앤에스,035290
1220,덕산네오룩스,213420
1221,덕산테코피아,317330
1222,덕산하이메탈,077360
1223,덕신이피씨,090410
1224,덕우전자,263600
1225,데브시스터즈,194480
1226,데이타솔루션,263800
1227,BF랩스,139050
1228,덱스터,206560
1229,도이치모터스,067990
1230,동구바이오제약,006620
1231,동국S&C,100130
1232,동국산업,005160
1233,동국알앤에스,075970
1234,동국제약,086450
1235,동방선기,099410
1236,레이크머티리얼즈,281740
1237,동성화인텍,033500
1238,동신건설,025950
1239,동아엘텍,088130
1240,동아화성,041930
1241,동양에스텍,060380
1242,동양이엔피,079960
1243,동양파일,228340
1244,디와이피엔에프,104460
1245,동우팜투테이블,088910
1246,동운아나텍,094170
1247,동원개발,013120
1248,동일금속,109860
1249,동일기연,032960
1250,동일철강,023790
1251,동진쎄미켐,005290
1252,동화기업,025900
1253,휴림에이텍,078590
1254,듀오백,073190
1255,드래곤플라이,030350
1256,드림시큐리티,203650
1257,드림어스컴퍼니,060570
1258,디딤이앤에프,217620
1259,디바이스이엔지,187870
1260,디티씨,066670
1261,디아이티,110990
1262,디알젬,263690
1263,디알텍,214680
1264,디앤씨미디어,263720
1265,디에스케이,109740
1266,디에스티,033430
1267,옵투스제약,131030
1268,디에이테크놀로지,196490
1269,디에이피,066900
1270,디엔에이링크,127120
1271,디엔에프,092070
1272,탑코미디어,134580
1273,디오,039840
1274,코아시아씨엠,196450
1275,디이엔티,079810
1276,퀀텀온,227100
1277,디젠스,113810
1278,디지아이,043360
1279,디지캡,197140
1280,노블엠앤비,106520
1281,디지털대성,068930
1282,디지틀조선,033130
1283,엠투엔,033310
1284,디케이락,105740
1285,디케이앤디,263020
1286,디케이티,290550
1287,디티앤씨,187220
1288,딜리,131180
1289,라닉스,317120
1290,라온시큐어,042510
1291,라온피플,300120
1292,ES큐브,050120
1293,라이온켐텍,171120
1294,빛과전자,069540
1295,라파스,214260
1296,램테크놀러지,171010
1297,랩지노믹스,084650
1298,러셀,217500
1299,럭슬,033600
1300,리가켐바이오,141080
1301,레드로버,060300
1302,레드캡투어,038390
1303,레이,228670
1304,레이언스,228850
1305,얼라인드,238120
1306,로보로보,215100
1307,로보스타,090360
1308,로보티즈,108490
1309,로스웰,900260
1310,로지시스,067730
1311,로체시스템즈,071280
1312,루멘스,038060
1313,비보존 제약,082800
1314,루트로닉,085370
1315,루트로닉3우C,08537M
1316,스타코링크,060240
1317,리노공업,058470
1318,폴라리스AI,039980
1319,플루토스,019570
1320,리더스코스메틱,016100
1321,리드,197210
1322,리드코프,012700
1323,리메드,302550
1324,린드먼아시아,277070
1325,링네트,042500
1326,링크제니시스,219420
1327,마니커에프앤지,195500
1328,마이크로디지탈,305090
1329,마이크로컨텍솔,098120
1330,엔투텍,227950
1331,피엠티,147760
1332,마크로젠,038290
1333,매일유업,267980
1334,매일홀딩스,005990
1335,매직마이크로,127160
1336,매커스,093520
1337,맥스로텍,141070
1338,머큐리,100590
1339,멀티캠퍼스,067280
1340,메가스터디,072870
1341,메가스터디교육,215200
1342,메가엠디,133750
1343,메드팩토,235980
1344,메디아나,041920
1345,메디톡스,086900
1346,메디포스트,078160
1347,하이퍼코퍼레이션,065650
1348,메이슨캐피탈,021880
1349,메지온,140410
1350,메카로,241770
1351,메타바이오메드,059210
1352,RF머트리얼즈,327260
1353,멕아이씨에스,058110
1354,멜파스,096640
1355,피엔티엠에스,257370
1356,모다,149940
1357,모다이노칩,080420
1358,모두투어,080160
1359,인지소프트,100030
1360,모바일어플라이언스,087260
1361,모베이스,101330
1362,모베이스전자,012860
1363,모비스,250060
1364,모아텍,033200
1365,모트렉스,118990
1366,모헨즈,006920
1367,무림SP,001810
1368,미디어젠,279600
1369,미래SCI,028040
1370,미래나노텍,095500
1371,미래생명자원,218150
1372,미래에셋대우스팩1호,265480
1373,애니플러스,310200
1374,솔트웨어,328380
1375,일승,333430
1376,미래에셋벤처투자,100790
1377,미래컴퍼니,049950
1378,미래테크놀로지,213090
1379,미스터블루,207760
1380,미코,059090
1381,미투온,201490
1382,헥토이노베이션,214180
1383,바디텍메드,206640
1384,바른손,018700
1385,바른손이앤에이,035620
1386,테크엘,064520
1387,광무,029480
1388,바이넥스,053030
1389,바이오니아,064550
1390,바이오로그디바이스,208710
1391,모아라이프플러스,142760
1392,바이오빌,065940
1393,바이오솔루션,086820
1394,바이오스마트,038460
1395,빌리언스,044480
1396,바이오톡스텍,086040
1397,바이온,032980
1398,바텍,043150
1399,배럴,267790
1400,백금T&A,046310
1401,감성코퍼레이션,036620
1402,버킷스튜디오,066410
1403,베뉴지,019010
1404,베셀,177350
1405,애닉,299910
1406,보광산업,225530
1407,보라티알,250000
1408,메디앙스,014100
1409,보성파워텍,006910
1410,본느,226340
1411,부방,014470
1412,부스타,008470
1413,뷰웍스,100120
1414,한성크린텍,066980
1415,브리지텍,064480
1416,브릿지바이오테라퓨틱스,288330
1417,브이원텍,251630
1418,브이티,018290
1419,휴엠앤씨,263920
1420,블루콤,033560
1421,비덴트,121800
1422,비디아이,148140
1423,비씨월드제약,200780
1424,비아트론,141000
1425,비에이치아이,083650
1426,비엠티,086670
1427,비즈니스온,138580
1428,비츠로셀,082920
1429,비츠로시스,054220
1430,비츠로테크,042370
1431,비트컴퓨터,032850
1432,비피도,238200
1433,빅솔론,093190
1434,빅텍,065450
1435,빛샘전자,072950
1436,사람인,143240
1437,삼기,122350
1438,삼륭물산,014970
1439,삼목에스폼,018310
1440,삼보모터스,053700
1441,삼보산업,009620
1442,삼보판지,023600
1443,KH 미래물산,111870
1444,오하임앤컴퍼니,309930
1445,엔피,291230
1446,삼아제약,009300
1447,LK삼양,225190
1448,삼영엠텍,054540
1449,삼영이엔씨,065570
1450,테라사이언스,073640
1451,삼일,032280
1452,삼일기업공사,002290
1453,삼지전자,037460
1454,삼진,032750
1455,삼진엘앤디,054090
1456,삼천당제약,000250
1457,삼천리자전거,024950
1458,삼표시멘트,038500
1459,삼현철강,017480
1460,삼화네트웍스,046390
1461,상보,027580
1462,상상인,038540
1463,비투엔,307870
1464,상상인이안제2호스팩,329560
1465,KS인더스트리,101000
1466,상신이디피,091580
1467,상신전자,263810
1468,상아프론테크,089980
1469,상지건설,042940
1470,새로닉스,042600
1471,어스앤에어로스페이스,263540
1472,서린바이오,038070
1473,서부T&D,006730
1474,서산,079650
1475,서암기계공업,100660
1476,서연탑메탈,019770
1477,서울리거,043710
1478,서울반도체,046890
1479,서울옥션,063170
1480,서울전자통신,027040
1481,서울제약,018680
1482,서원인텍,093920
1483,서전기전,189860
1484,서진시스템,178320
1485,서진오토모티브,122690
1486,서플러스글로벌,140070
1487,서한,011370
1488,서호전기,065710
1489,서희건설,035890
1490,선광,003100
1491,위메이드플레이,123420
1492,선익시스템,171090
1493,성광벤드,014620
1494,성도이엔지,037350
1495,성우전자,081580
1496,성우테크론,045300
1497,성우하이텍,015750
1498,성창오토텍,080470
1499,성호전자,043260
1500,세경하이테크,148150
1501,세동,053060
1502,세명전기,017510
1503,에스엘에너지,214310
1504,세보엠이씨,011560
1505,세운메디칼,100700
1506,폴라리스세원,234100
1507,세원물산,024830
1508,세종메디칼,258830
1509,세종텔레콤,036630
1510,세중,039310
1511,세진티에스,067770
1512,세코닉스,053450
1513,헥토파이낸셜,234340
1514,세화피앤씨,252500
1515,중앙첨단소재,051980
1516,셀루메드,049180
1517,셀리드,299660
1518,셀리버리,268600
1519,셀바스AI,108860
1520,셀바스헬스케어,208370
1521,셀트리온제약,068760
1522,셀트리온헬스케어,091990
1523,소리바다,053110
1524,소프트센,032680
1525,소프트센우,032685
1526,소프트캠프,258790
1527,손오공,066910
1528,알파녹스,043100
1529,다산솔루에타,154040
1530,솔본,035610
1531,솔브레인홀딩스,036830
1532,비유테크놀러지,230980
1533,쇼박스,086980
1534,수산아이앤티,050960
1535,수성웹툰,084180
1536,수젠텍,253840
1537,파나케이아,058530
1538,슈프리마,236200
1539,엑스페릭스,317770
1540,슈프리마에이치큐,094840
1541,슈피겐코리아,192440
1542,스맥,099440
1543,피노,033790
1544,스킨앤스킨,159910
1545,참존글로벌,158310
1546,스타플렉스,115570
1547,스튜디오드래곤,253450
1548,스페코,013810
1549,승일,049830
1550,시공테크,020710
1551,시그네틱스,033170
1552,시너지이노베이션,048870
1553,시노펙스,025320
1554,시스웍,269620
1555,시큐브,131090
1556,신라섬유,001000
1557,신라에스지,025870
1558,신라젠,215600
1559,신성델타테크,065350
1560,코원플레이,056000
1561,신신제약,002800
1562,태성,323280
1563,신원종합개발,017000
1564,신일제약,012790
1565,신진에스엠,138070
1566,신테카바이오,226330
1567,신한제4호스팩,277480
1568,엠에프엠코리아,251960
1569,모코엠시스,333050
1570,신화인터텍,056700
1571,신화콘텍,187270
1572,신흥에스이씨,243840
1573,심텍,222800
1574,심텍홀딩스,036710
1575,싸이맥스,160980
1576,싸이토젠,217330
1577,쌍용정보통신,010280
1578,썬텍,122800
1579,썸에이지,208640
1580,쎄노텍,222420
1581,쎄니트,037760
1582,스마트솔루션즈,136510
1583,쎄트렉아이,099320
1584,쎌바이오텍,049960
1585,쏠리드,050890
1586,씨씨에스,066790
1587,씨아이에스,222080
1588,씨앤지하이테크,264660
1589,씨에스베어링,297090
1590,씨엔플러스,115530
1591,씨엠에스에듀,225330
1592,씨유메디칼,115480
1593,씨젠,096530
1594,씨엑스아이,900120
1595,씨큐브,101240
1596,HLB제약,047920
1597,씨티씨바이오,060590
1598,클라우드에어,036170
1599,씨티케이,260930
1600,아가방컴퍼니,013990
1601,아나패스,123860
1602,아난티,025980
1603,아리온,058220
1604,아모그린텍,125210
1605,아모텍,052710
1606,아미노로직스,074430
1607,아미코젠,092040
1608,아바코,083930
1609,아바텍,149950
1610,아비코전자,036010
1611,아세아텍,050860
1612,아스타,246720
1613,아스트,067390
1614,아시아경제,127710
1615,아시아종묘,154030
1616,아우딘퓨쳐스,227610
1617,아이디스,143160
1618,아이디스홀딩스,054800
1619,아이센스,099190
1620,아이스크림에듀,289010
1621,아이쓰리시스템,214430
1622,아이씨디,040910
1623,셀피글로벌,068940
1624,아이앤씨,052860
1625,엑시온그룹,069920
1626,아이에이,038880
1627,아이윈플러스,123010
1628,아이엘사이언스,307180
1629,아이엠,101390
1630,아이엠텍,226350
1631,엔에스이엔엠,078860
1632,한솔아이원스,114810
1633,아이즈비전,031310
1634,아이진,185490
1635,아이컴포넌트,059100
1636,아이큐어,175250
1637,아이크래프트,052460
1638,아이텍,119830
1639,아이티센,124500
1640,아이티엠반도체,084850
1641,아주IB투자,027360
1642,아즈텍WB,032080
1643,아진산업,013310
1644,아진엑스텍,059120
1645,아톤,158430
1646,SOOP,067160
1647,안국약품,001540
1648,안랩,053800
1649,안트로젠,065660
1650,알로이스,297570
1651,알리코제약,260660
1652,알서포트,131370
1653,알에스오토메이션,140670
1654,알에프세미,096610
1655,알에프텍,061040
1656,알엔투테크놀로지,148250
1657,티엔엔터테인먼트,131100
1658,알테오젠,196170
1659,알톤,123750
1660,알티캐스트,085810
1661,알파홀딩스,117670
1662,압타바이오,293780
1663,애니젠,196300
1664,액션스퀘어,205500
1665,액토즈소프트,052790
1666,이브이첨단소재,131400
1667,액트로,290740
1668,앤디포스,238090
1669,앤씨앤,092600
1670,앱클론,174900
1671,야스,255440
1672,양지사,030960
1673,어보브반도체,102120
1674,에너토크,019990
1675,현대에버다임,041440
1676,에스넷,038680
1677,에스디생명공학,217480
1678,에스디시스템,121890
1679,에스마크,030270
1680,에코볼트,097780
1681,에이팸,073070
1682,이엠네트웍스,087730
1683,에스씨디,042110
1684,에스아이리소스,065420
1685,에스앤더블류,103230
1686,에스앤씨엔진그룹,900080
1687,에스앤에스텍,101490
1688,에스에너지,095910
1689,에스에스알,275630
1690,에스에이엠티,031330
1691,에스에이티,060540
1692,에스에프씨,112240
1693,에스에프에이,056190
1694,에스엔유,080000
1695,이큐셀,160600
1696,에스엠,041510
1697,에스엠코어,007820
1698,에스와이,109610
1699,에스제이그룹,306040
1700,에스제이케이,080440
1701,에스코넥,096630
1702,에스텍,069510
1703,폴라리스AI파마,041910
1704,에스트래픽,234300
1705,에스티아이,039440
1706,에스티오,098660
1707,에스티큐브,052020
1708,에스티팜,237690
1709,에스폴리텍,050760
1710,에스퓨얼셀,288620
1711,에스피시스템스,317830
1712,에스피지,058610
1713,에쎈테크,043340
1714,에이디칩스,054630
1715,에이디테크놀로지,200710
1716,에이비엘바이오,298380
1717,에이비프로바이오,195990
1718,에이스침대,003800
1719,에이스테크,088800
1720,에이스토리,241840
1721,협진,138360
1722,에이아이비트,039230
1723,에스에이치엔엘,050320
1724,에이에프더블류,312610
1725,에이치시티,072990
1726,에이치엔티,176440
1727,HLB,028300
1728,HLB생명과학,067630
1729,티에스넥스젠,043220
1730,에이치엘사이언스,239610
1731,에이치케이,044780
1732,에이테크솔루션,071670
1733,에이텍,045660
1734,에이텍모빌리티,224110
1735,에이티넘인베스트,021080
1736,에이티세미콘,089530
1737,AP헬스케어,109960
1738,브이엠,089970
1739,에치에프알,230240
1740,유네코,064510
1741,에코마케팅,230360
1742,에코바이오,038870
1743,에코캡,128540
1744,에코프로,086520
1745,에코프로비엠,247540
1746,에코플라스틱,038110
1747,에프알텍,073540
1748,인크레더블버즈,064090
1749,에프에스티,036810
1750,에프엔씨엔터,173940
1751,에프엔에스테크,083500
1752,엑사이엔씨,054940
1753,엑세스바이오,950130
1754,엑셈,205100
1755,엑시콘,092870
1756,엔바이오니아,317870
1757,엔브이에이치코리아,067570
1758,엔시트론,101400
1759,원익피앤이,217820
1760,에스유홀딩스,031860
1761,와이즈버즈,273060
1762,엔에이치스팩13호,310840
1763,현대무벡스,319400
1764,아이비김영,339950
1765,엔지스테크널러지,208860
1766,엔지켐생명과학,183490
1767,엔케이맥스,182400
1768,베노티앤알,206400
1769,엔텔스,069410
1770,엔피케이,048830
1771,엘디티,096870
1772,LB세미콘,061970
1773,엘아이에스,138690
1774,엘앤씨바이오,290650
1775,엘앤에프,066970
1776,엘앤케이바이오,156100
1777,엘엠에스,073110
1778,엘오티베큠,083310
1779,엘컴텍,037950
1780,엘티씨,170920
1781,엠게임,058630
1782,엠벤처투자,019590
1783,엠아이텍,179290
1784,엠에스씨,009780
1785,엠에스오토텍,123040
1786,엠젠솔루션,032790
1787,엠케이전자,033160
1788,엠플러스,259630
1789,연우,115960
1790,연이비앤티,090740
1791,와이엠,007530
1792,영우디에스피,143540
1793,지더블유바이텍,036180
1794,영풍정밀,036560
1795,영화테크,265560
1796,예림당,036000
1797,예선테크,250930
1798,예스24,053280
1799,예스티,122640
1800,오가닉티코스메틱,900300
1801,오공,045060
1802,오디텍,080520
1803,오로라,039830
1804,오르비텍,046120
1805,오리엔탈정공,014940
1806,오리엔트정공,065500
1807,오리콤,010470
1808,오상자이엘,053980
1809,오성첨단소재,052420
1810,티이엠씨씨엔에스,241790
1811,오스코텍,039200
1812,오스테오닉,226400
1813,오스템,031510
1814,오스템임플란트,048260
1815,오이솔루션,138080
1816,오킨스전자,080580
1817,오텍,067170
1818,오파스넷,173130
1819,오픈베이스,049480
1820,올리패스,244460
1821,올릭스,226950
1822,옴니시스템,057540
1823,티사이언티픽,057680
1824,옵트론텍,082210
1825,옵티시스,109080
1826,옵티팜,153710
1827,아이톡시,052770
1828,와이솔,122990
1829,와이씨,232140
1830,와이엔텍,067900
1831,와이엠씨,155650
1832,와이엠티,251370
1833,와이오엠,066430
1834,링크드,193250
1835,와이지-원,019210
1836,와이지엔터테인먼트,122870
1837,와토스코리아,079000
1838,폴라리스우노,114630
1839,우리기술,032820
1840,우리기술투자,041190
1841,우리넷,115440
1842,우리로,046970
1843,우리바이오,082850
1844,우리산업,215360
1845,우리산업홀딩스,072470
1846,우리손에프앤지,073560
1847,우리이앤엘,153490
1848,우리엔터프라이즈,037400
1849,우림피티에스,101170
1850,우수AMS,066590
1851,우양,103840
1852,우원개발,046940
1853,우정바이오,215380
1854,우주일렉트로,065680
1855,우진비앤지,018620
1856,원익,032940
1857,원익IPS,240810
1858,원익QnC,074600
1859,원익머트리얼즈,104830
1860,원익큐브,014190
1861,원익홀딩스,030530
1862,원일특강,012620
1863,원풍,008370
1864,원풍물산,008290
1865,월덱스,101160
1866,웨이브일렉트로,095270
1867,웰크론,065950
1868,강원에너지,114190
1869,웰크론한텍,076080
1870,웹스,196700
1871,웹젠,069080
1872,웹케시,053580
1873,위니아,071460
1874,위닉스,044340
1875,위메이드,112040
1876,위즈코프,038620
1877,위지윅스튜디오,299900
1878,위지트,036090
1879,윈스,136540
1880,윈팩,097800
1881,윈하이텍,192390
1882,캐리,313760
1883,윙입푸드,900340
1884,휴센텍,215090
1885,유니셈,036200
1886,유니슨,018000
1887,유니온커뮤니티,203450
1888,유니크,011320
1889,유니테스트,086390
1890,유니테크노,241690
1891,유니트론텍,142210
1892,유라테크,048430
1893,유바이오로직스,206650
1894,유비벨록스,089850
1895,유비케어,032620
1896,유비쿼스,264450
1897,유비쿼스홀딩스,078070
1898,유성티엔에스,024800
1899,유신,054930
1900,유아이디,069330
1901,유아이엘,049520
1902,제이시스메디칼,287410
1903,유안타제4호스팩,313750
1904,웨이버스,336060
1905,다보링크,340360
1906,이노시스,056090
1907,유에스티,263770
1908,유진기업,023410
1909,유진로봇,056080
1910,프로이천,321260
1911,포커스에이치엔에스,331380
1912,유진테크,084370
1913,일월지엠엘,178780
1914,유티아이,179900
1915,유틸렉스,263050
1916,육일씨엔에쓰,191410
1917,율호,072770
1918,이건홀딩스,039020
1919,소니드,060230
1920,이글루,067920
1921,이글벳,044960
1922,이노메트리,302430
1923,이노와이어리스,073490
1924,이노인스트루먼트,215790
1925,SCL사이언스,246960
1926,이녹스,088390
1927,이녹스첨단소재,272290
1928,이니텍,053350
1929,케일럼,258610
1930,이엘씨,041520
1931,이랜시스,264850
1932,이랜텍,054210
1933,이루온,065440
1934,이매진아시아,036260
1935,이미지스,115610
1936,이베스트이안스팩1호,323210
1937,LS증권,078020
1938,이상네트웍스,080010
1939,이수앱지스,086890
1940,이스트소프트,047560
1941,이스트아시아홀딩스,900110
1942,이씨에스,067010
1943,딥마인드,223310
1944,세영디앤씨,052190
1945,KH 건설,226360
1946,이엔에프테크놀로지,102710
1947,이엘케이,094190
1948,이엘피,063760
1949,이엠넷,123570
1950,이엠코리아,095190
1951,이엠텍,091120
1952,이오테크닉스,039030
1953,이원컴포텍,088290
1954,이즈미디어,181340
1955,이지홀딩스,035810
1956,현대이지웰,090850
1957,이지케어텍,099750
1958,이크레더블,092130
1959,SGC E&C,016250
1960,이트론,096040
1961,이퓨쳐,134060
1962,이화공영,001840
1963,이화전기,024810
1964,인바디,041830
1965,인베니아,079950
1966,인산가,277410
1967,인선이엔티,060150
1968,인성정보,033230
1969,인지디스플레,037330
1970,인콘,083640
1971,인크로스,216050
1972,인탑스,049070
1973,인터로조,119610
1974,인터엠,017250
1975,인터파크,108790
1976,그래디언트,035080
1977,인터플렉스,051370
1978,인텍플러스,064290
1979,인텔리안테크,189300
1980,인트로메딕,150840
1981,인트론바이오,048530
1982,휴먼테크놀로지,175140
1983,인포바인,115310
1984,인포뱅크,039290
1985,폴라리스오피스,041020
1986,인피니트헬스케어,071200
1987,인화정공,101930
1988,일신바이오,068330
1989,한주에이알티,058450
1990,일지테크,019540
1991,일진파워,094820
1992,잉글우드랩,950140
1993,잉크테크,049550
1994,자비스,254120
1995,자연과환경,043910
1996,자이글,234920
1997,장원테크,174880
1998,재영솔루텍,049630
1999,전진바이오팜,110020
2000,와이어블,065530
2001,정다운,208140
2002,TKG애강,022220
2003,정상제이엘에스,040420
2004,정원엔시스,045510
2005,제낙스,065620
2006,제너셈,217190
2007,제넥신,095700
2008,제넨바이오,072520
2009,제노레이,122310
2010,제노포커스,187420
2011,제닉,123330
2012,제로투세븐,159580
2013,제룡산업,147830
2014,제룡전기,033100
2015,제우스,079370
2016,제이브이엠,054950
2017,에이루트,096690
2018,제이스텍,090470
2019,제이씨케미칼,137950
2020,제이씨현시스템,033320
2021,제이에스티나,026040
2022,제이엔케이글로벌,126880
2023,제이엘케이,322510
2024,제이엠아이,033050
2025,제이엠티,094970
2026,제이웨이,058420
2027,제이티,089790
2028,제일바이오,052670
2029,제이스코홀딩스,023440
2030,제일테크노스,038010
2031,제주반도체,080220
2032,제테마,216080
2033,젬백스,082270
2034,플래스크,041590
2035,조광ILI,044060
2036,조아제약,034940
2037,위메이드맥스,101730
2038,조이시티,067000
2039,좋은사람들,033340
2040,주성엔지니어링,036930
2041,이스트에이드,239340
2042,중앙백신,072020
2043,중앙에너비스,000440
2044,메디콕스,054180
2045,지노믹트리,228760
2046,지니뮤직,043610
2047,지니언스,263860
2048,지니틱스,303030
2049,지란지교시큐리티,208350
2050,지스마트글로벌,114570
2051,지어소프트,051160
2052,지에스이,053050
2053,지엔씨에너지,119850
2054,지엔코,065060
2055,지엘팜텍,204840
2056,지유온,111820
2057,HLB테라퓨틱스,115450
2058,한국비티비,219750
2059,진로발효,018120
2060,진매트릭스,109820
2061,진바이오텍,086060
2062,진성티이씨,036890
2063,진양제약,007370
2064,차바이오텍,085660
2065,차이나그레이트,900040
2066,참좋은여행,094850
2067,창해에탄올,004650
2068,CJ 바이오사이언스,311690
2069,천보,278280
2070,크레버스,096240
2071,CBI,013720
2072,체리부로,066360
2073,초록뱀미디어,047820
2074,칩스앤미디어,094360
2075,카스,016920
2076,카페24,042000
2077,캐리소프트,317530
2078,캐스텍코리아,071850
2079,DXVX,180400
2080,캠시스,050110
2081,컬러레이,900310
2082,컴투스,078340
2083,컴퍼니케이,307930
2084,케어랩스,263700
2085,케어젠,214370
2086,케이디켐,221980
2087,케이맥,043290
2088,케이비17호스팩,317030
2089,케이비제18호스팩,323940
2090,케이비제19호스팩,330990
2091,케이사인,192250
2092,케이씨에스,115500
2093,케이씨티,089150
2094,케이씨피드,025880
2095,케이아이엔엑스,093320
2096,DGP,060900
2097,케이에스피,073010
2098,케이엔더블유,105330
2099,케이엔제이,272110
2100,케이엘넷,039420
2101,케이엠,083550
2102,케이엠더블유,032500
2103,케이엠제약,225430
2104,케이프,064820
2105,케이피에스,256940
2106,케이피에프,024880
2107,케이피엠테크,042040
2108,케이피티유,054410
2109,켐온,217600
2110,켐트로닉스,089010
2111,켐트로스,220260
2112,코나아이,052400
2113,코너스톤네트웍스,033110
2114,네오리진,094860
2115,코다코,046070
2116,코데즈컴바인,047770
2117,퀀타피아,078940
2118,코디,080530
2119,더코디,224060
2120,지나인제약,078650
2121,코렌텍,104540
2122,코리아나,027050
2123,코리아센터,290510
2124,코리아에셋투자증권,190650
2125,하이드로리튬,101670
2126,코리아에프티,123410
2127,코맥스,036690
2128,코메론,049430
2129,코미코,183300
2130,코미팜,041960
2131,코세스,089890
2132,이렘,009730
2133,코스맥스엔비티,222040
2134,코스메카코리아,241710
2135,코스온,069110
2136,코썬바이오,204990
2137,코아스템켐온,166480
2138,코아시아,045970
2139,코엔텍,029960
2140,코오롱생명과학,102940
2141,코오롱티슈진,950160
2142,코웰패션,033290
2143,코위버,056360
2144,코윈테크,282880
2145,코이즈,121850
2146,코콤,015710
2147,코텍,052330
2148,BGF에코머티리얼즈,126600
2149,콜마비앤에이치,200130
2150,큐렉소,060280
2151,크레오에스지,040350
2152,큐로홀딩스,051780
2153,큐리언트,115180
2154,더테크놀로지,043090
2155,큐브엔터,182360
2156,큐에스아이,066310
2157,큐캐피탈,016600
2158,웰킵스하이텍,043590
2159,크루셜텍,114120
2160,크리스에프앤씨,110790
2161,CG인바이츠,083790
2162,크리스탈신소재,900250
2163,크린앤사이언스,045520
2164,클래시스,214150
2165,클리오,237880
2166,키네마스터,139670
2167,키움제5호스팩,311270
2168,키이스트,054780
2169,타이거일렉,219130
2170,탑엔지니어링,065130
2171,태광,023160
2172,태양,053620
2173,태웅,044490
2174,태웅로직스,124560
2175,테고사이언스,191420
2176,테라셈,182690
2177,테라젠이텍스,066700
2178,테스,095610
2179,두산테스나,131970
2180,테크윙,089030
2181,텔레칩스,054450
2182,한울소재과학,091440
2183,텔콘RF제약,200230
2184,토박스코리아,215480
2185,토비스,051360
2186,토탈소프트,045340
2187,톱텍,108230
2188,투비소프트,079970
2189,엣지파운드리,105550
2190,특수건설,026150
2191,티라유텍,322180
2192,티로보틱스,117730
2193,티비씨,033830
2194,티씨케이,064760
2195,티앤알바이오팹,246710
2196,티에스이,131290
2197,티엘아이,062860
2198,티움바이오,321550
2199,티케이케미칼,104480
2200,티플랙스,081150
2201,티피씨글로벌,130740
2202,팅크웨어,084730
2203,HLB파나진,046210
2204,파라다이스,034230
2205,파라텍,033540
2206,파루,043200
2207,파마리서치,214450
2208,파멥신,208340
2209,파버나인,177830
2210,파세코,037070
2211,파수,150900
2212,파워넷,037030
2213,파워로직스,047310
2214,파이오링크,170790
2215,파인넥스,123260
2216,파인디앤씨,049120
2217,파인디지털,038950
2218,파인테크닉스,106240
2219,파인텍,131760
2220,파커스,065690
2221,파크시스템스,140860
2222,파트론,091700
2223,파티게임즈,194510
2224,팍스넷,038160
2225,판타지오,032800
2226,팜스빌,318010
2227,팜스토리,027710
2228,패션플랫폼,225590
2229,팬스타엔터프라이즈,054300
2230,팬엔터테인먼트,068050
2231,팬젠,222110
2232,펄어비스,263750
2233,펌텍코리아,251970
2234,펩트론,087010
2235,피에이치에이,043370
2236,포메탈,119500
2237,디모아,016670
2238,CNT85,056730
2239,포스코DX,022100
2240,포스코엠텍,009520
2241,포시에스,189690
2242,포인트엔지니어링,256630
2243,디에스앤엘,141020
2244,푸드나무,290720
2245,푸드웰,005670
2246,푸른기술,094940
2247,푸른저축은행,007330
2248,풍강,093380
2249,풍국주정,023900
2250,퓨전,195440
2251,FSN,214270
2252,퓨쳐켐,220100
2253,프럼파스트,035200
2254,스피어파워,203690
2255,프로텍,053610
2256,프리엠스,053160
2257,플랜티넷,075130
2258,플레이위드,023770
2259,플리토,300080
2260,피델릭스,032580
2261,피씨디렉트,051380
2262,피씨엘,241820
2263,피앤씨테크,237750
2264,피앤텔,054340
2265,HLB이노베이션,024850
2266,피에스케이,319660
2267,피에스케이홀딩스,031980
2268,피에스텍,002230
2269,피엔티,137400
2270,피제이메탈,128660
2271,피제이전자,006140
2272,한국첨단소재,062970
2273,픽셀플러스,087600
2274,푸른소나무,057880
2275,포니링크,064800
2276,필옵틱스,161580
2277,지오릿에너지,270520
2278,카이노스메드,220250
2279,한울반도체,320000
2280,하나금융14호스팩,332710
2281,덴티스,261200
2282,하나마이크론,067310
2283,하나머스트제6호스팩,307160
2284,하나머티리얼즈,166090
2285,하림,136480
2286,하림지주,003380
2287,하이로닉,149980
2288,하이록코리아,013030
2289,하이비젼시스템,126700
2290,에이팩트,200470
2291,하이소닉,106080
2292,TS트릴리온,284610
2293,하이제5호스팩,340120
2294,하이즈항공,221840
2295,하이텍팜,106190
2296,하츠,066130
2297,한국가구,004590
2298,한국경제TV,039340
2299,한국기업평가,034950
2300,한국맥널티,222980
2301,KBG,318000
